FSC,DSEC,PTE,IVP,RBU,EMC_Final,label,model
0.38207903519806796,1.0,0.74693096,0.08138785220122452,1.0,0.18645471678531036,0.0,meta-llama/llama-4-scout-17b-16e-instruct
0.3661193468403803,1.0,0.7746736,0.08803404203142355,1.0,0.19814199499546845,0.0,llama-3.1-8b-instant
0.34952180713469505,1.0,0.6698544,0.05755275304077003,1.0,0.14878182541689494,0.0,qwen/qwen3-32b
0.16361657020629142,1.0,0.8933344,0.05712978885989687,1.0,0.11340124663163943,0.0,meta-llama/llama-4-scout-17b-16e-instruct
0.2951471504327007,1.0,0.6562364,0.04466134585092759,1.0,0.11947449428713568,0.0,llama-3.1-8b-instant
0.30819796735207244,1.0,0.6653319,0.048521842728716846,1.0,0.12488985110537791,0.0,qwen/qwen3-32b
0.23359870171232078,1.0,0.7265443,0.041252358352822975,1.0,0.10262265437584435,0.0,meta-llama/llama-4-scout-17b-16e-instruct
0.33692298546626315,1.0,0.7081001,0.06005224793293776,1.0,0.14789516410589165,0.0,llama-3.1-8b-instant
0.3401851347983479,1.0,0.61902004,0.04999115569350333,1.0,0.13671550419348766,0.0,qwen/qwen3-32b
0.34500640260056725,1.0,0.8201455,0.0889041531910885,1.0,0.1853017647275763,0.0,meta-llama/llama-4-scout-17b-16e-instruct
0.21646115443227212,0.99990594,0.6397204,0.09359461945013203,1.9892366e-09,5.315746104957669e-10,0.0,llama-3.1-8b-instant
0.37068360465363587,1.0,0.65388685,0.060192808092387196,1.0,0.1538786478233545,0.0,qwen/qwen3-32b
0.3737630102986858,1.0,0.6518935,0.05979870339506767,1.0,0.15981459202490345,0.0,meta-llama/llama-4-scout-17b-16e-instruct
0.37911023328886845,0.99999994,0.69684094,0.07320205512749163,0.99999994,0.1829032517412876,0.0,llama-3.1-8b-instant
0.33901983587532175,1.0,0.68198633,0.05825506650895455,1.0,0.14953347301451006,0.0,qwen/qwen3-32b
0.37646411853360107,1.0,0.659675,0.06113756573377417,1.0,0.15654863566294164,0.0,meta-llama/llama-4-scout-17b-16e-instruct
0.3506736680600963,1.0,0.70542014,0.06576188671767925,1.0,0.1624236507348173,0.0,llama-3.1-8b-instant
0.31507796211067557,1.0,0.69954723,0.05497768267453717,1.0,0.13186131377567833,0.0,qwen/qwen3-32b
0.3026880431135991,1.0,0.7431307,0.05808766224500763,1.0,0.14039722845426278,0.0,meta-llama/llama-4-scout-17b-16e-instruct
0.299564617326165,1.0,0.71508276,0.054191286899186744,1.0,0.1337298663401192,0.0,llama-3.1-8b-instant
0.3395805862060605,1.0,0.6285971,0.04976735421541057,1.0,0.13384974273383476,0.0,qwen/qwen3-32b
0.3010400716925401,1.0,0.6838677,0.04907354240378648,1.0,0.12633505468597372,0.0,meta-llama/llama-4-scout-17b-16e-instruct
0.27471293408172526,1.0,0.7179603,0.050089749541689134,1.0,0.12586326122250688,0.0,llama-3.1-8b-instant
0.3945286623713039,1.0,0.6227849,0.05938171481164169,1.0,0.15587799186478835,0.0,qwen/qwen3-32b
0.27759256716345376,1.0,0.7324157,0.05027494956865446,1.0,0.12027812283955025,0.0,meta-llama/llama-4-scout-17b-16e-instruct
